,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290
3083,2020,364,IRN,3490,fa,1,26,1,3490,6,0,6,3,3,1,2,2,5,364001
3084,2018,360,IDN,1890,id,2,33,2,4040,1,2,2,1,-2,2,2,2,5,360005
3085,2017,68,BOL,1270,es,2,48,2,1270,1,3,1,1,8,-2,3,2,2,68001
3086,2020,716,ZWE,3830,sn,2,46,2,3830,1,2,3,2,4,2,3,2,1,716006
3087,2018,422,LBN,170,ar,1,23,1,170,6,0,3,2,8,2,3,2,5,-4
3088,2018,20,AND,1270,es,1,58,3,3530,1,3,1,1,7,2,4,2,1,20001
3089,2017,643,RUS,3630,ru,2,68,3,3630,3,1,5,3,4,-2,3,1,3,643001
3090,2020,716,ZWE,3830,sn,1,69,3,3830,1,2,1,1,9,2,4,1,1,716006
3091,2022,860,UZB,4450,uz,1,71,3,4450,1,6,3,2,7,1,4,2,1,860007
3092,2018,586,PAK,4420,ur,1,36,2,3860,1,4,3,2,8,2,5,-2,5,586004
3093,2020,804,UKR,4410,uk,2,21,1,4410,1,1,5,3,6,2,4,1,3,804001
3094,2023,356,IND,1740,hi,1,61,3,3540,1,4,3,2,4,3,1,3,6,356024
3095,2018,566,NGA,4620,yo,1,40,2,4620,1,3,0,1,6,-2,3,2,5,566001
3096,2022,528,NLD,1190,nl,1,49,2,1190,1,2,6,3,1,2,2,2,4,528001
